lat_grid,lon_grid,hour,dayofweek,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,crime_count,city,City,risk_score
8.87,76.62,0.0,4.0,1.0,0.21875,0.10416666666666667,0.0,unknown,,0.46458333333333335
8.87,76.62,0.0,5.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.87,76.62,0.0,6.0,0.9333333333333332,0.225,0.08333333333333333,0.0,unknown,,0.43499999999999994
8.87,76.62,12.0,0.0,0.9635416666666666,0.234375,0.109375,0.0,unknown,,0.45416666666666666
8.87,76.63,0.0,0.0,1.0,0.25,0.14583333333333334,0.0,unknown,,0.4791666666666667
8.87,76.63,0.0,1.0,0.9444444444444445,0.25,0.1111111111111111,0.0,unknown,,0.45
8.87,76.63,0.0,2.0,0.9629629629629629,0.2638888888888889,0.1111111111111111,0.0,unknown,,0.4601851851851852
8.87,76.63,0.0,3.0,0.9523809523809524,0.23214285714285715,0.09523809523809523,0.0,unknown,,0.44642857142857145
8.87,76.63,0.0,4.0,1.0,0.19444444444444445,0.08333333333333333,0.0,unknown,,0.45555555555555555
8.87,76.63,0.0,5.0,0.9333333333333332,0.175,0.09999999999999999,0.0,unknown,,0.4283333333333333
8.87,76.63,0.0,6.0,0.8888888888888888,0.25,0.09722222222222222,0.0,unknown,,0.425
8.87,76.63,12.0,0.0,0.9603174603174603,0.22321428571428573,0.08928571428571429,0.0,unknown,,0.44662698412698415
8.87,76.64,0.0,0.0,1.0,0.275,0.08333333333333333,0.0,unknown,,0.4716666666666667
8.87,76.64,0.0,1.0,0.8333333333333334,0.125,0.125,0.0,unknown,,0.3833333333333334
8.87,76.64,0.0,2.0,1.0,0.203125,0.08333333333333333,0.0,unknown,,0.4572916666666667
8.87,76.64,0.0,3.0,1.0,0.1875,0.10416666666666667,0.0,unknown,,0.4583333333333333
8.87,76.64,0.0,4.0,1.0,0.2,0.09999999999999999,0.0,unknown,,0.4600000000000001
8.87,76.64,0.0,5.0,0.9523809523809524,0.16071428571428573,0.08333333333333333,0.0,unknown,,0.4297619047619048
8.87,76.64,0.0,6.0,0.9333333333333332,0.225,0.08333333333333333,0.0,unknown,,0.43499999999999994
8.87,76.64,12.0,0.0,0.9534883720930233,0.20930232558139536,0.09496124031007752,0.0,unknown,,0.4422480620155039
8.87,76.65,0.0,0.0,1.0,0.16666666666666666,0.08333333333333333,0.0,unknown,,0.45
8.87,76.65,0.0,1.0,0.8888888888888888,0.20833333333333334,0.08333333333333333,0.0,unknown,,0.4138888888888889
8.87,76.65,0.0,2.0,1.0,0.225,0.08333333333333333,0.0,unknown,,0.46166666666666667
8.87,76.65,0.0,3.0,1.0,0.1875,0.08333333333333333,0.0,unknown,,0.45416666666666666
8.87,76.65,0.0,4.0,1.0,0.25,0.125,0.0,unknown,,0.47500000000000003
8.87,76.65,0.0,5.0,0.8333333333333334,0.1875,0.125,0.0,unknown,,0.39583333333333337
8.87,76.65,0.0,6.0,1.0,0.25,0.10416666666666667,0.0,unknown,,0.4708333333333333
8.87,76.65,12.0,0.0,0.9636363636363637,0.2409090909090909,0.0909090909090909,0.0,unknown,,0.4518181818181819
8.87,76.66,0.0,0.0,0.9444444444444445,0.2708333333333333,0.09722222222222222,0.0,unknown,,0.4513888888888889
8.87,76.66,0.0,1.0,1.0,0.21875,0.125,0.0,unknown,,0.46875000000000006
8.87,76.66,0.0,2.0,0.9259259259259259,0.19444444444444445,0.10185185185185186,0.0,unknown,,0.4296296296296297
8.87,76.66,0.0,3.0,0.9166666666666666,0.15625,0.08333333333333333,0.0,unknown,,0.41458333333333336
8.87,76.66,0.0,4.0,0.9523809523809524,0.19642857142857142,0.09523809523809523,0.0,unknown,,0.43928571428571433
8.87,76.66,0.0,5.0,1.0,0.1875,0.08333333333333333,0.0,unknown,,0.45416666666666666
8.87,76.66,0.0,6.0,1.0,0.20833333333333334,0.1388888888888889,0.0,unknown,,0.4694444444444445
8.87,76.66,12.0,0.0,0.983739837398374,0.20426829268292682,0.09552845528455284,0.0,unknown,,0.45345528455284556
8.87,76.67,0.0,0.0,0.9523809523809524,0.21428571428571427,0.09523809523809523,0.0,unknown,,0.4428571428571429
8.87,76.67,0.0,1.0,1.0,0.203125,0.10416666666666667,0.0,unknown,,0.46145833333333336
8.87,76.67,0.0,2.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.87,76.67,0.0,3.0,1.0,0.203125,0.08333333333333333,0.0,unknown,,0.4572916666666667
8.87,76.67,0.0,4.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.87,76.67,0.0,5.0,0.9166666666666666,0.21875,0.10416666666666667,0.0,unknown,,0.43125
8.87,76.67,0.0,6.0,0.9259259259259259,0.19444444444444445,0.0925925925925926,0.0,unknown,,0.42777777777777787
8.87,76.67,12.0,0.0,0.9777777777777777,0.21458333333333332,0.09305555555555556,0.0,unknown,,0.4526388888888889
8.87,76.68,0.0,0.0,1.0,0.15,0.13333333333333333,0.0,unknown,,0.4566666666666667
8.87,76.68,0.0,1.0,1.0,0.225,0.09999999999999999,0.0,unknown,,0.465
8.87,76.68,0.0,2.0,1.0,0.25,0.1388888888888889,0.0,unknown,,0.4777777777777778
8.87,76.68,0.0,3.0,0.8888888888888888,0.16666666666666666,0.08333333333333333,0.0,unknown,,0.40555555555555556
8.87,76.68,0.0,4.0,1.0,0.275,0.09999999999999999,0.0,unknown,,0.47500000000000003
8.87,76.68,0.0,5.0,1.0,0.175,0.08333333333333333,0.0,unknown,,0.45166666666666666
8.87,76.68,0.0,6.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.87,76.68,12.0,0.0,0.9866666666666667,0.235,0.11666666666666665,0.0,unknown,,0.465
8.87,76.69,0.0,0.0,1.0,0.22916666666666666,0.08333333333333333,0.0,unknown,,0.4625
8.87,76.69,0.0,1.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.87,76.69,0.0,2.0,1.0,0.21875,0.10416666666666667,0.0,unknown,,0.46458333333333335
8.87,76.69,0.0,3.0,1.0,0.21875,0.08333333333333333,0.0,unknown,,0.4604166666666667
8.87,76.69,0.0,4.0,0.8888888888888888,0.20833333333333334,0.08333333333333333,0.0,unknown,,0.4138888888888889
8.87,76.69,0.0,5.0,1.0,0.2916666666666667,0.1111111111111111,0.0,unknown,,0.48055555555555557
8.87,76.69,0.0,6.0,1.0,0.21875,0.11458333333333333,0.0,unknown,,0.4666666666666667
8.87,76.69,12.0,0.0,0.9702380952380952,0.22321428571428573,0.09523809523809523,0.0,unknown,,0.4517857142857143
8.87,76.7,0.0,0.0,1.0,0.125,0.08333333333333333,0.0,unknown,,0.4416666666666667
8.87,76.7,0.0,1.0,1.0,0.3125,0.08333333333333333,0.0,unknown,,0.4791666666666667
8.87,76.7,0.0,2.0,1.0,0.1875,0.08333333333333333,0.0,unknown,,0.45416666666666666
8.87,76.7,0.0,3.0,1.0,0.20833333333333334,0.08333333333333333,0.0,unknown,,0.45833333333333337
8.87,76.7,0.0,4.0,1.0,0.25,0.16666666666666666,0.0,unknown,,0.48333333333333334
8.87,76.7,0.0,5.0,1.0,0.25,0.16666666666666666,0.0,unknown,,0.48333333333333334
8.87,76.7,0.0,6.0,1.0,0.2916666666666667,0.08333333333333333,0.0,unknown,,0.47500000000000003
8.87,76.7,12.0,0.0,0.9545454545454546,0.2159090909090909,0.10606060606060606,0.0,unknown,,0.4462121212121213
8.88,76.61,0.0,0.0,1.0,0.21875,0.10416666666666667,0.0,unknown,,0.46458333333333335
8.88,76.61,0.0,1.0,0.8333333333333334,0.1875,0.08333333333333333,0.0,unknown,,0.3875
8.88,76.61,0.0,2.0,0.8333333333333334,0.1875,0.10416666666666667,0.0,unknown,,0.39166666666666666
8.88,76.61,0.0,3.0,0.8888888888888888,0.16666666666666666,0.1388888888888889,0.0,unknown,,0.4166666666666667
8.88,76.61,0.0,4.0,1.0,0.1875,0.08333333333333333,0.0,unknown,,0.45416666666666666
8.88,76.61,0.0,5.0,1.0,0.20833333333333334,0.1111111111111111,0.0,unknown,,0.4638888888888889
8.88,76.61,0.0,6.0,0.8333333333333334,0.25,0.125,0.0,unknown,,0.4083333333333334
8.88,76.61,12.0,0.0,0.9743589743589743,0.22596153846153846,0.09294871794871795,0.0,unknown,,0.453525641025641
8.88,76.62,0.0,0.0,1.0,0.21875,0.10416666666666667,0.0,unknown,,0.46458333333333335
8.88,76.62,0.0,1.0,1.0,0.20833333333333334,0.1388888888888889,0.0,unknown,,0.4694444444444445
8.88,76.62,0.0,2.0,0.9259259259259259,0.2222222222222222,0.10185185185185186,0.0,unknown,,0.43518518518518523
8.88,76.62,0.0,3.0,1.0,0.2,0.11666666666666665,0.0,unknown,,0.4633333333333334
8.88,76.62,0.0,4.0,1.0,0.25,0.10416666666666667,0.0,unknown,,0.4708333333333333
8.88,76.62,0.0,5.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.88,76.62,0.0,6.0,1.0,0.3125,0.08333333333333333,0.0,unknown,,0.4791666666666667
8.88,76.62,12.0,0.0,0.946236559139785,0.21774193548387097,0.09811827956989248,0.0,unknown,,0.44166666666666676
8.88,76.63,0.0,0.0,1.0,0.25,0.1111111111111111,0.0,unknown,,0.4722222222222222
8.88,76.63,0.0,1.0,1.0,0.16666666666666666,0.1111111111111111,0.0,unknown,,0.45555555555555555
8.88,76.63,0.0,2.0,0.9523809523809524,0.23214285714285715,0.09523809523809523,0.0,unknown,,0.44642857142857145
8.88,76.63,0.0,3.0,1.0,0.171875,0.08333333333333333,0.0,unknown,,0.4510416666666667
8.88,76.63,0.0,4.0,0.8333333333333334,0.1875,0.125,0.0,unknown,,0.39583333333333337
8.88,76.63,0.0,5.0,0.9166666666666666,0.21875,0.125,0.0,unknown,,0.43541666666666673
8.88,76.63,0.0,6.0,0.9444444444444445,0.2708333333333333,0.1111111111111111,0.0,unknown,,0.45416666666666666
8.88,76.63,12.0,0.0,0.9702380952380952,0.234375,0.09523809523809523,0.0,unknown,,0.45401785714285714
8.88,76.64,0.0,0.0,1.0,0.22916666666666666,0.09722222222222222,0.0,unknown,,0.4652777777777778
8.88,76.64,0.0,1.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.88,76.64,0.0,2.0,1.0,0.2,0.09999999999999999,0.0,unknown,,0.4600000000000001
8.88,76.64,0.0,4.0,0.8888888888888888,0.20833333333333334,0.08333333333333333,0.0,unknown,,0.4138888888888889
8.88,76.64,0.0,5.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.88,76.64,0.0,6.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.88,76.64,12.0,0.0,0.9444444444444445,0.2361111111111111,0.09876543209876543,0.0,unknown,,0.44475308641975314
8.88,76.65,0.0,0.0,0.9583333333333334,0.1875,0.08333333333333333,0.0,unknown,,0.43750000000000006
8.88,76.65,0.0,1.0,1.0,0.125,0.08333333333333333,0.0,unknown,,0.4416666666666667
8.88,76.65,0.0,2.0,0.9166666666666666,0.21875,0.08333333333333333,0.0,unknown,,0.42708333333333337
8.88,76.65,0.0,3.0,0.8888888888888888,0.16666666666666666,0.08333333333333333,0.0,unknown,,0.40555555555555556
8.88,76.65,0.0,4.0,0.9444444444444445,0.20833333333333334,0.08333333333333333,0.0,unknown,,0.43611111111111117
8.88,76.65,0.0,5.0,1.0,0.1875,0.08333333333333333,0.0,unknown,,0.45416666666666666
8.88,76.65,0.0,6.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.88,76.65,12.0,0.0,0.9761904761904762,0.21875,0.10267857142857144,0.0,unknown,,0.45476190476190476
8.88,76.66,0.0,0.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.88,76.66,0.0,1.0,0.9444444444444445,0.2708333333333333,0.09722222222222222,0.0,unknown,,0.4513888888888889
8.88,76.66,0.0,2.0,1.0,0.23214285714285715,0.08333333333333333,0.0,unknown,,0.4630952380952381
8.88,76.66,0.0,3.0,0.9166666666666666,0.21875,0.16666666666666666,0.0,unknown,,0.44375000000000003
8.88,76.66,0.0,4.0,1.0,0.28125,0.08333333333333333,0.0,unknown,,0.4729166666666667
8.88,76.66,0.0,5.0,1.0,0.175,0.08333333333333333,0.0,unknown,,0.45166666666666666
8.88,76.66,0.0,6.0,1.0,0.25,0.20833333333333334,0.0,unknown,,0.4916666666666667
8.88,76.66,12.0,0.0,0.9703703703703703,0.24166666666666667,0.10185185185185186,0.0,unknown,,0.45685185185185184
8.88,76.67,0.0,0.0,1.0,0.22916666666666666,0.1111111111111111,0.0,unknown,,0.46805555555555556
8.88,76.67,0.0,1.0,1.0,0.2222222222222222,0.1111111111111111,0.0,unknown,,0.4666666666666667
8.88,76.67,0.0,2.0,1.0,0.2916666666666667,0.08333333333333333,0.0,unknown,,0.47500000000000003
8.88,76.67,0.0,3.0,0.9166666666666666,0.1875,0.16666666666666666,0.0,unknown,,0.4375
8.88,76.67,0.0,4.0,1.0,0.125,0.08333333333333333,0.0,unknown,,0.4416666666666667
8.88,76.67,0.0,5.0,0.9047619047619048,0.21428571428571427,0.16666666666666666,0.0,unknown,,0.43809523809523815
8.88,76.67,0.0,6.0,0.8888888888888888,0.20833333333333334,0.08333333333333333,0.0,unknown,,0.4138888888888889
8.88,76.67,12.0,0.0,0.9444444444444445,0.21022727272727273,0.09722222222222222,0.0,unknown,,0.4392676767676768
8.88,76.68,0.0,0.0,1.0,0.175,0.08333333333333333,0.0,unknown,,0.45166666666666666
8.88,76.68,0.0,1.0,0.9583333333333334,0.1875,0.09375,0.0,unknown,,0.4395833333333334
8.88,76.68,0.0,2.0,0.9444444444444445,0.16666666666666666,0.09722222222222222,0.0,unknown,,0.4305555555555556
8.88,76.68,0.0,3.0,0.9523809523809524,0.25,0.09523809523809523,0.0,unknown,,0.45
8.88,76.68,0.0,4.0,0.9444444444444445,0.2708333333333333,0.16666666666666666,0.0,unknown,,0.4652777777777778
8.88,76.68,0.0,5.0,1.0,0.25,0.1111111111111111,0.0,unknown,,0.4722222222222222
8.88,76.68,0.0,6.0,0.9583333333333334,0.21875,0.125,0.0,unknown,,0.4520833333333334
8.88,76.68,12.0,0.0,0.9743589743589743,0.23653846153846153,0.10512820512820513,0.0,unknown,,0.4580769230769231
8.88,76.69,0.0,0.0,0.9666666666666667,0.225,0.08333333333333333,0.0,unknown,,0.44833333333333336
8.88,76.69,0.0,1.0,1.0,0.16666666666666666,0.08333333333333333,0.0,unknown,,0.45
8.88,76.69,0.0,2.0,1.0,0.28125,0.125,0.0,unknown,,0.48125000000000007
8.88,76.69,0.0,3.0,1.0,0.1875,0.10416666666666667,0.0,unknown,,0.4583333333333333
8.88,76.69,0.0,5.0,0.9583333333333334,0.234375,0.11458333333333333,0.0,unknown,,0.453125
8.88,76.69,0.0,6.0,0.9444444444444445,0.22916666666666666,0.08333333333333333,0.0,unknown,,0.4402777777777778
8.88,76.69,12.0,0.0,0.9656862745098039,0.22794117647058823,0.08946078431372549,0.0,unknown,,0.4497549019607843
8.88,76.7,0.0,0.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.88,76.7,0.0,1.0,1.0,0.20833333333333334,0.08333333333333333,0.0,unknown,,0.45833333333333337
8.88,76.7,0.0,2.0,1.0,0.1875,0.125,0.0,unknown,,0.4625
8.88,76.7,0.0,3.0,1.0,0.25,0.125,0.0,unknown,,0.47500000000000003
8.88,76.7,0.0,4.0,0.6666666666666666,0.125,0.08333333333333333,0.0,unknown,,0.30833333333333335
8.88,76.7,0.0,6.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.88,76.7,12.0,0.0,0.9545454545454546,0.23295454545454544,0.125,0.0,unknown,,0.45340909090909093
8.89,76.61,0.0,0.0,1.0,0.25,0.125,0.0,unknown,,0.47500000000000003
8.89,76.61,0.0,1.0,1.0,0.1875,0.08333333333333333,0.0,unknown,,0.45416666666666666
8.89,76.61,0.0,2.0,1.0,0.22916666666666666,0.1111111111111111,0.0,unknown,,0.46805555555555556
8.89,76.61,0.0,3.0,1.0,0.1875,0.08333333333333333,0.0,unknown,,0.45416666666666666
8.89,76.61,0.0,4.0,0.8888888888888888,0.20833333333333334,0.08333333333333333,0.0,unknown,,0.4138888888888889
8.89,76.61,0.0,5.0,0.9166666666666666,0.21875,0.10416666666666667,0.0,unknown,,0.43125
8.89,76.61,0.0,6.0,1.0,0.25,0.16666666666666666,0.0,unknown,,0.48333333333333334
8.89,76.61,12.0,0.0,0.9382716049382717,0.2361111111111111,0.1111111111111111,0.0,unknown,,0.4447530864197531
8.89,76.62,0.0,0.0,1.0,0.2361111111111111,0.08333333333333333,0.0,unknown,,0.4638888888888889
8.89,76.62,0.0,1.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.89,76.62,0.0,3.0,1.0,0.21875,0.10416666666666667,0.0,unknown,,0.46458333333333335
8.89,76.62,0.0,4.0,1.0,0.25,0.16666666666666666,0.0,unknown,,0.48333333333333334
8.89,76.62,0.0,5.0,1.0,0.20833333333333334,0.08333333333333333,0.0,unknown,,0.45833333333333337
8.89,76.62,0.0,6.0,1.0,0.20833333333333334,0.1111111111111111,0.0,unknown,,0.4638888888888889
8.89,76.62,12.0,0.0,0.9661016949152542,0.23940677966101695,0.10451977401129943,0.0,unknown,,0.45522598870056497
8.89,76.63,0.0,0.0,1.0,0.2916666666666667,0.1111111111111111,0.0,unknown,,0.48055555555555557
8.89,76.63,0.0,1.0,1.0,0.16666666666666666,0.08333333333333333,0.0,unknown,,0.45
8.89,76.63,0.0,2.0,1.0,0.234375,0.09375,0.0,unknown,,0.465625
8.89,76.63,0.0,3.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.89,76.63,0.0,4.0,0.9444444444444445,0.20833333333333334,0.08333333333333333,0.0,unknown,,0.43611111111111117
8.89,76.63,0.0,5.0,1.0,0.21875,0.08333333333333333,0.0,unknown,,0.4604166666666667
8.89,76.63,0.0,6.0,1.0,0.20833333333333334,0.08333333333333333,0.0,unknown,,0.45833333333333337
8.89,76.63,12.0,0.0,0.9803921568627452,0.22303921568627452,0.09313725490196079,0.0,unknown,,0.45539215686274515
8.89,76.64,0.0,0.0,1.0,0.1875,0.08333333333333333,0.0,unknown,,0.45416666666666666
8.89,76.64,0.0,1.0,0.9166666666666666,0.28125,0.08333333333333333,0.0,unknown,,0.4395833333333334
8.89,76.64,0.0,2.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.89,76.64,0.0,3.0,0.9523809523809524,0.19642857142857142,0.09523809523809523,0.0,unknown,,0.43928571428571433
8.89,76.64,0.0,4.0,0.9333333333333332,0.25,0.09999999999999999,0.0,unknown,,0.4433333333333333
8.89,76.64,0.0,5.0,1.0,0.21875,0.10416666666666667,0.0,unknown,,0.46458333333333335
8.89,76.64,0.0,6.0,1.0,0.2,0.08333333333333333,0.0,unknown,,0.4566666666666667
8.89,76.64,12.0,0.0,0.9770114942528735,0.22413793103448276,0.09913793103448276,0.0,unknown,,0.4554597701149425
8.89,76.65,0.0,0.0,1.0,0.28125,0.08333333333333333,0.0,unknown,,0.4729166666666667
8.89,76.65,0.0,1.0,0.9666666666666667,0.2375,0.08333333333333333,0.0,unknown,,0.45083333333333336
8.89,76.65,0.0,2.0,0.9047619047619048,0.21428571428571427,0.10714285714285715,0.0,unknown,,0.42619047619047623
8.89,76.65,0.0,3.0,0.9166666666666666,0.1875,0.10416666666666667,0.0,unknown,,0.425
8.89,76.65,0.0,4.0,1.0,0.25,0.09523809523809523,0.0,unknown,,0.46904761904761905
8.89,76.65,0.0,5.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.89,76.65,0.0,6.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.89,76.65,12.0,0.0,0.9666666666666667,0.228125,0.10625,0.0,unknown,,0.45354166666666673
8.89,76.66,0.0,0.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.89,76.66,0.0,1.0,1.0,0.1875,0.125,0.0,unknown,,0.4625
8.89,76.66,0.0,2.0,1.0,0.2916666666666667,0.08333333333333333,0.0,unknown,,0.47500000000000003
8.89,76.66,0.0,3.0,1.0,0.21875,0.08333333333333333,0.0,unknown,,0.4604166666666667
8.89,76.66,0.0,4.0,1.0,0.21875,0.10416666666666667,0.0,unknown,,0.46458333333333335
8.89,76.66,0.0,5.0,1.0,0.25,0.09722222222222222,0.0,unknown,,0.46944444444444444
8.89,76.66,0.0,6.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.89,76.66,12.0,0.0,0.9861111111111112,0.22135416666666666,0.10069444444444443,0.0,unknown,,0.4588541666666667
8.89,76.67,0.0,0.0,0.9583333333333334,0.203125,0.08333333333333333,0.0,unknown,,0.44062500000000004
8.89,76.67,0.0,1.0,1.0,0.30357142857142855,0.10714285714285715,0.0,unknown,,0.48214285714285715
8.89,76.67,0.0,2.0,1.0,0.125,0.08333333333333333,0.0,unknown,,0.4416666666666667
8.89,76.67,0.0,3.0,1.0,0.1875,0.09375,0.0,unknown,,0.45625
8.89,76.67,0.0,4.0,1.0,0.15625,0.125,0.0,unknown,,0.45625000000000004
8.89,76.67,0.0,5.0,1.0,0.1875,0.125,0.0,unknown,,0.4625
8.89,76.67,0.0,6.0,0.9444444444444445,0.2708333333333333,0.08333333333333333,0.0,unknown,,0.4486111111111111
8.89,76.67,12.0,0.0,0.9551282051282052,0.23317307692307693,0.09775641025641026,0.0,unknown,,0.4482371794871795
8.89,76.68,0.0,0.0,0.9523809523809524,0.23214285714285715,0.10714285714285715,0.0,unknown,,0.4488095238095238
8.89,76.68,0.0,1.0,1.0,0.20833333333333334,0.1111111111111111,0.0,unknown,,0.4638888888888889
8.89,76.68,0.0,2.0,0.9166666666666666,0.21875,0.08333333333333333,0.0,unknown,,0.42708333333333337
8.89,76.68,0.0,3.0,0.9722222222222222,0.20833333333333334,0.09722222222222222,0.0,unknown,,0.45
8.89,76.68,0.0,4.0,1.0,0.21875,0.08333333333333333,0.0,unknown,,0.4604166666666667
8.89,76.68,0.0,6.0,1.0,0.25,0.1388888888888889,0.0,unknown,,0.4777777777777778
8.89,76.68,12.0,0.0,0.9530516431924884,0.2306338028169014,0.11267605633802817,0.0,unknown,,0.4498826291079813
8.89,76.69,0.0,0.0,1.0,0.2,0.09999999999999999,0.0,unknown,,0.4600000000000001
8.89,76.69,0.0,1.0,0.9393939393939394,0.22727272727272727,0.0909090909090909,0.0,unknown,,0.43939393939393945
8.89,76.69,0.0,2.0,1.0,0.25,0.08333333333333333,0.0,unknown,,0.4666666666666667
8.89,76.69,0.0,3.0,1.0,0.20833333333333334,0.125,0.0,unknown,,0.46666666666666673
8.89,76.69,0.0,4.0,1.0,0.3055555555555556,0.12037037037037036,0.0,unknown,,0.4851851851851852
8.89,76.69,0.0,5.0,0.8888888888888888,0.16666666666666666,0.1111111111111111,0.0,unknown,,0.4111111111111111
8.89,76.69,0.0,6.0,1.0,0.22916666666666666,0.08333333333333333,0.0,unknown,,0.4625
